;X0;X1;X2;X3;X4;X5;X6;X7;X8;X9;T;Y
0;0.44025717806407627;0.08372648456358434;0.7123301813887625;0.4278634908378195;0.2977804977404459;0.4920847767923423;0.740296390734788;0.3577289188090218;0.4172099480253376;0.6547213074698198;1;1.046854250247246
1;0.37380142680006645;0.23451287518228614;0.9879952865166672;0.7659959501929948;0.7770044388897804;0.02798195504294898;0.17390651623670084;0.1540822418468467;0.07708648079828329;0.889865699606771;1;1.0375905404859425
2;0.7503787047668483;0.6934032436025144;0.5117633752661696;0.46426805573666796;0.5684306928188979;0.3025494539535454;0.4973087863238618;0.6832629134230997;0.9166986737434221;0.108928952239709;1;3.3783496588646393
3;0.4954917876836641;0.23283592998597857;0.4368606627948174;0.7515429937886347;0.4808921279485583;0.7977284088958809;0.28270293433269855;0.4334182392266678;0.009757349670833193;0.34079598201082795;1;1.283451793973433
4;0.689272006461775;0.8693692898411813;0.26780382179038476;0.4567479168572558;0.26828130771172454;0.8370527969666086;0.27051466461039364;0.5300620111997607;0.17537266077991565;0.3149664458906861;1;1.4404721603647883
5;0.8911090958391604;0.18033628310429273;0.4943162021969032;0.21229810338998223;0.5208768687049062;0.16009994318521736;0.9190568009273435;0.994289919854173;0.47704755957746414;0.30988350925434516;1;1.5011907922389431
6;0.5072043177407953;0.28079319859348617;0.7638366944754833;0.10854229568516027;0.5116547174153498;0.909769397634143;0.2183760135542644;0.3631040671850181;0.8549728158240765;0.7113918018147167;1;3.1859204078337555
7;0.3929444107680876;0.23130148131227546;0.3801747143133407;0.5491621025276097;0.5567190646779424;0.00413464274939046;0.6380225178789184;0.0576480149714419;0.04302690693513889;0.8750511344606239;0;1.2768571123935049
8;0.29258760362026304;0.7627676594321123;0.367865259524107;0.8735022657597672;0.029423733551983133;0.552043721868906;0.2402475038982551;0.8848050111679777;0.46023842440220963;0.1931703302748965;0;0.3226958164383693
9;0.2936925035212735;0.8179275084618663;0.5594873755040601;0.6779254474996618;0.8091266777684142;0.8685721544256942;0.4179924564742493;0.058938155611387155;0.4784590047029411;0.52115942968839;1;1.8487546044830405
10;0.5806320199484606;0.30919899793481864;0.919882625254582;0.6553475030164537;0.34924138492074497;0.5410940445399985;0.44905339568860936;0.28232096062534573;0.295876525220505;0.5634809826131318;1;1.4446043081232853
11;0.7151912790861654;0.5176186770719936;0.35204182859040833;0.6327788586249428;0.8731190201719776;0.1678884446672988;0.9874783222814236;0.3494149296248078;0.8262051275325253;0.06546154192348774;0;0.5575050410571709
12;0.005353288386336308;0.8869446475106215;0.9113181348723439;0.19940777192508208;0.02755138499186016;0.8173349196283834;0.24182761884483495;0.05608301205494992;0.0675608348364084;0.47387185500459483;1;-0.5048145491601432
13;0.5094292614503132;0.4167951398245796;0.2558429303708921;0.3815121067012688;0.8073844371810401;0.8110391369949028;0.6861868598049115;0.992613626012664;0.4051851787521852;0.19017372030669777;1;2.1925330603198048
14;0.4881744897950946;0.5023696474456136;0.4033548194194426;0.18109542457919103;0.048029800989449645;0.6046913457337171;0.26591120723563544;0.8813469974895647;0.5840461165818848;0.4774604837377845;1;1.6196073887542963
15;0.17151502465886304;0.056619999935604626;0.15703522841679918;0.3386175017926394;0.44064296840987316;0.683843119884946;0.20587172226238326;0.6164337017377589;0.9244716102527916;0.07962825210228619;1;0.882357215027719
16;0.4853968258084026;0.6985636308742963;0.08156848269929629;0.8691023630069075;0.43310567827704205;0.4943300649628005;0.4957404718670573;0.37072208127370154;0.922128661036031;0.8412782177882371;1;1.9318651740097643
17;0.655525919434374;0.4626850480730246;0.5650113119347054;0.42391550694477353;0.28821195451734627;0.2639807192905682;0.6907382284729476;0.8328365313211062;0.5923915776304927;0.46652258211521747;0;1.2487316870789709
18;0.6736599858461368;0.39147935414994506;0.7021043682229098;0.9656976427334243;0.09050987710635694;0.05812513570014288;0.5880174189514392;0.751173755298535;0.5113173914981939;0.9205011882084254;1;1.3383106200261894
19;0.3039640985416924;0.49300273255383864;0.9793603423915589;0.32350826853736714;0.18956717490193686;0.30522910822829374;0.34411192527552814;0.679530288365254;0.05381499589254157;0.8066037608804467;1;0.9737028736076612
20;0.6029501879313506;0.6552131835038437;0.7476597889282088;0.5356261761284699;0.10915648183997351;0.49619628665298077;0.17234262762093788;0.683989196407776;0.5298252112514997;0.6252242659304493;1;1.3434207882398423
21;0.31514302270275596;0.49151063944152695;0.82014203851923;0.13262045563523195;0.12130948227293514;0.4462149309981607;0.040934136567943424;0.30051670890285287;0.4093904125930584;0.3725193910445782;1;-0.20102551076569175
22;0.33997017130689466;0.8125700841807187;0.5282055260711115;0.5538271069939837;0.11720683786950581;0.7846048175419013;0.4345861850320214;0.07722272796212248;0.18181152985922067;0.521010875426266;1;0.9101498707908393
23;0.47933417068295636;0.3135424911895598;0.09966920911406218;0.5965526641029737;0.24816988738900192;0.6043401637345647;0.30511364646643235;0.8973049386665742;0.582015327867078;0.7124924261178848;1;0.15259731852559333
24;0.6836154748906184;0.9466208966466959;0.9132312556125657;0.051254909501009416;0.380315483118956;0.5638565420585369;0.13257374045597303;0.5751352859608246;0.3225677476377182;0.9839275636184652;1;1.6732885498301675
25;0.5756658183968051;0.6297276340470472;0.4010122763696481;0.7446300631853549;0.40118592502382955;0.7654751241649899;0.9824312356540496;0.16811676721189894;0.47459468366217483;0.5489404842066251;0;1.5525587474100362
26;0.4361073396589791;0.2967312979105896;0.39356374015060513;0.8380811280577887;0.6516425610789554;0.9538969332498165;0.4770002274003807;0.8788935471020283;0.7922077827975056;0.26535752394084733;0;0.8995770550088309
27;0.76243827396395;0.8227363952261332;0.3529923704155514;0.9742319764928022;0.6752333557075181;0.6993796479400818;0.45959692396047447;0.06973491719944513;0.9979801769556776;0.637750959640117;1;1.9220129214347903
28;0.06815258298855154;0.14613703730645033;0.8389132737851657;0.27719490987354867;0.5394509711949852;0.08043277269406246;0.5663467353941669;0.36248491127415305;0.3182136407131294;0.6535232615737342;1;1.2437855574991459
