X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,T,Y
0.906299638797481,0.02738634809277729,0.9239795172230582,0.583605695197869,0.13403189126088555,0.1829106751715902,0.46327539053738365,0.09892449385250468,0.8029525456727222,0.8615078587925036,1.0,1.2872272587110754
0.44349373245960455,0.8653978305718203,0.4386678042642851,0.8667932170514586,0.9400727722728669,0.35848358427001437,0.048939697807623306,0.07823623706739702,0.4265580068236612,0.579587016386521,0.0,0.5
0.7456733811393941,0.7980706563663102,0.9359014714353286,0.5965358132251344,0.9219762400386479,0.6080211549625603,0.29319042138935725,0.29219869425339273,0.7385590912186637,0.9995157121024183,0.0,0.5
0.5120830400366143,0.8254479554110784,0.8792229703311024,0.2872358222620892,0.7764093826694493,0.28143028609366294,0.240384712872998,0.48568116596104116,0.08355650845059914,0.8065853300735145,0.0,0.5
0.2538490889415096,0.5304233197038508,0.5840117639325314,0.9770396708957381,0.17462272981795257,0.8209725771989449,0.36607715130129104,0.10801526167451758,0.05704526027471013,0.9666797948378668,0.0,0.5
0.33415153638191886,0.26614137683480465,0.9866899274652771,0.9766640708560134,0.5959066694572223,0.05417970763167923,0.1862955907482906,0.6418603647584775,0.09287604866031707,0.9498050067743447,1.0,0.8279677538428845
0.4273278808735992,0.8754360440236926,0.0025811168177972688,0.08636429769791276,0.6991855551952432,0.7122167628242434,0.298338857097193,0.8256112058140218,0.5126878556704222,0.22498707461607614,1.0,0.9144404522808333
0.867547200255958,0.7273132127782352,0.015102518102388496,0.4995361440559747,0.03878505797280751,0.7232777729932118,0.8245091758522205,0.14735672376587405,0.008735168674605664,0.07652861874523897,0.0,0.5
0.09913361484360417,0.1207522468275527,0.5871841331411818,0.31704524652919475,0.3927805905636209,0.8356244820138974,0.3024594311513018,0.15443213790961097,0.838970529754508,0.9813008872225119,0.0,0.5
0.12528740769155033,0.6880031491555936,0.3648678800606331,0.5803332357427384,0.6613063366256604,0.5001801678634796,0.6320136920631856,0.1136659473580024,0.41618107918406777,0.3001258403992222,0.0,0.5
0.6922086620547391,0.029864360582398497,0.4848429220446213,0.8115032333828722,0.5698712158695423,0.804480397018441,0.8908086037084862,0.8368587505484952,0.8076553257849879,0.1494764911638411,0.0,0.5
0.13655147513745736,0.10722730908727829,0.0570038484471026,0.10528156599810512,0.188964053884202,0.40278759598684666,0.6616506150720798,0.026568119189837147,0.25306219731651114,0.7604980528701987,1.0,0.6361275071851684
0.03209667335274724,0.64585799769417,0.4852810373700178,0.2084303843237848,0.037952948338160875,0.4901233491890551,0.76629005872643,0.09528869121004102,0.9745121727942706,0.19843269128170815,0.0,0.5
0.3505458214588266,0.19508021201484949,0.4308552737295117,0.37356870234976913,0.1705114577706529,0.3787278817478896,0.2768619301213938,0.1403230924562089,0.7645303220773183,0.2652649094219087,1.0,0.8434104861362621
0.9303323763821093,0.7734227327521166,0.8105609299846568,0.7258940110535429,0.35140077736029307,0.391342521714959,0.1609150102766248,0.30184816504008927,0.9254098659413599,0.9612372586715959,0.0,0.5
0.9594335994071538,0.8216036980232646,0.30079608417460846,0.07737974527685865,0.5970254861679584,0.7516771891281012,0.9060066117713843,0.759669362342201,0.25411136194324235,0.7103789942045564,1.0,1.3188665948559772
0.7740916935775038,0.6231956888693143,0.4072510744074159,0.011796891598220283,0.08756608478354455,0.6543721793896125,0.9972906445724478,0.490417689738756,0.26445755612787214,0.6665060024045779,1.0,1.1990668735821788
0.18355472883680202,0.7696650151753607,0.2795987192913343,0.16565182437542558,0.520533048735942,0.7281603707143763,0.06808266166094235,0.19273985594615128,0.805215549244093,0.5963762676090036,0.0,0.5
0.2970228344659337,0.05790667984177589,0.7740856313305918,0.36084523106132615,0.1153422186175781,0.16046602480740435,0.5825540179998993,0.304359443915428,0.6870536479810064,0.3171162383239202,1.0,0.7926747063212025
0.15015494649797279,0.7916220459137681,0.5918429500156256,0.28400851323874277,0.6449283373213595,0.75934381366674,0.9545293062531109,0.9401256101655804,0.5749842646977998,0.7725126791135506,0.0,0.5
0.8935369466209786,0.3610619909687537,0.3449066358178232,0.595885116784972,0.666622223749775,0.007827903424443505,0.7916788586185161,0.7375429258930124,0.09077194655495735,0.9671585982536078,1.0,1.2792930790504307
0.3548676566528912,0.5745250988253066,0.18376833302037143,0.0535862191912736,0.6446838160425574,0.8293678614060348,0.2537125094651351,0.2624834953833931,0.9076385743137929,0.6834550787599141,1.0,0.8474662709174302
0.13179829123412257,0.4753925542278745,0.31231821299267304,0.9314191293718307,0.8460856350032532,0.6347207193495099,0.8126493923092535,0.20269898047164636,0.8478706759707133,0.6499697259533007,0.0,0.5
0.9411330896079791,0.9007136993027736,0.3084129706611588,0.2717724723994731,0.36403856067653806,0.29922874127828314,0.0285179762705029,0.7476319029406931,0.3531878934138518,0.44144506095501046,1.0,1.308225864535526
0.0571002274626643,0.27297465396391396,0.46737917540722906,0.989686591364521,0.8868622216709248,0.29831570321103185,0.053869665616398166,0.2836989436755666,0.26834519314948424,0.7983460902292066,1.0,0.5570692039146319
0.2456497013082184,0.8564598984185261,0.6667404006527382,0.7713041716637612,0.7172432363720261,0.37202373168203895,0.26557832980342544,0.5358541645723182,0.37789431967574194,0.1574350553591234,1.0,0.7431865730404751
0.8059310102850865,0.6518293746604579,0.8131563783702296,0.7383549078686719,0.7396451728840184,0.807546212499207,0.1140732411718357,0.6538793414764875,0.27870732338193027,0.13386029110821018,0.0,0.5
0.33782396116892344,0.908899822962335,0.853447513804498,0.007804516681424345,0.2564172880569111,0.16044397951742062,0.7437400966242853,0.7537467924999737,0.8602365980012643,0.12983765030140237,1.0,0.8314348334448917
0.8236563299357046,0.3425703229118956,0.7783255105959954,0.33548762325749426,0.6129394295084997,0.18865722521050554,0.7747442141509077,0.6366482920512044,0.9811730674087001,0.7713541348915909,0.0,0.5
0.45048364263035023,0.08915199205631574,0.22055843196786495,0.3468345697721573,0.14175366422417268,0.6028308147039741,0.2962985219180465,0.7010150686726865,0.7870073473477212,0.4004065239892194,0.0,0.5
0.8913769757127503,0.014275091551638086,0.7335446429932257,0.6608012569285703,0.6909954746089879,0.40418486833576805,0.5143669245243816,0.04278429003584372,0.5606858330093918,0.816591156173862,1.0,1.2779376956388138
0.7110385498005108,0.44491303431594453,0.7788840742743388,0.5666398283432973,0.1545814266619835,0.361588677642521,0.5038760470931641,0.11276072140043658,0.014328888992262256,0.14687835609480082,1.0,1.1526210159257233
